table_name,table_source,criterion,group,spell_name,spell_source
Spells [Background: Fire Magic],GWF,Background,Fire Magic,Bed of Coals,GWF
Spells [Background: Fire Magic],GWF,Background,Fire Magic,Breath of Fire,GWF
Spells [Background: Fire Magic],GWF,Background,Fire Magic,Burning Speed,GWF
Spells [Background: Fire Magic],GWF,Background,Fire Magic,Double Dragon,GWF
Spells [Background: Fire Magic],GWF,Background,Fire Magic,Lava Arrows,GWF
Spells [Background: Fire Magic],GWF,Background,Fire Magic,Smoldering Embers,GWF
Spells [Background: Fire Magic],GWF,Background,Fire Magic,Star Burst,GWF
Spells [Background: Fire Magic],GWF,Background,Fire Magic,Teinai's Heat,GWF
Spells [Background: Hammer Mastery],GWF,Background,Hammer Mastery,Auspicious Blow,GWF
Spells [Background: Hammer Mastery],GWF,Background,Hammer Mastery,Enraged Smash,GWF
Spells [Background: Hammer Mastery],GWF,Background,Hammer Mastery,Fierce Blow,GWF
Spells [Background: Hammer Mastery],GWF,Background,Hammer Mastery,Forceful Blow,GWF
Spells [Background: Hammer Mastery],GWF,Background,Hammer Mastery,Renewing Smash,GWF
Spells [Background: Hammer Mastery],GWF,Background,Hammer Mastery,Yeti Smash,GWF
Spells [Background: Healing Prayers],GWF,Background,Healing Prayers,Dwayna's Sorrow,GWF
Spells [Background: Healing Prayers],GWF,Background,Healing Prayers,Ethereal Light,GWF
Spells [Background: Healing Prayers],GWF,Background,Healing Prayers,Gift of Health,GWF
Spells [Background: Healing Prayers],GWF,Background,Healing Prayers,Heal Area/Karei's Healing Circle,GWF
Spells [Background: Healing Prayers],GWF,Background,Healing Prayers,Heal Other/Jamei's Gaze,GWF
Spells [Background: Healing Prayers],GWF,Background,Healing Prayers,Healing Burst,GWF
Spells [Background: Healing Prayers],GWF,Background,Healing Prayers,Healing Light,GWF
Spells [Background: Healing Prayers],GWF,Background,Healing Prayers,Healing Whisper,GWF
Spells [Background: Healing Prayers],GWF,Background,Healing Prayers,Resurrection Chant,GWF
Spells [Background: Healing Prayers],GWF,Background,Healing Prayers,Signet of Rejuvenation,GWF
Spells [Background: Hex],GWF,Background,Hex,Arcane Languor,GWF
Spells [Background: Hex],GWF,Background,Hex,Binding Chains,GWF
Spells [Background: Hex],GWF,Background,Hex,Blood Bond,GWF
Spells [Background: Hex],GWF,Background,Hex,Conjure Nightmare,GWF
Spells [Background: Hex],GWF,Background,Hex,Dark Prison,GWF
Spells [Background: Hex],GWF,Background,Hex,Dulled Weapon,GWF
Spells [Background: Hex],GWF,Background,Hex,Enduring Toxin,GWF
Spells [Background: Hex],GWF,Background,Hex,Ether Nightmare,GWF
Spells [Background: Hex],GWF,Background,Hex,Ethereal Burden/Kitah's Burden,GWF
Spells [Background: Hex],GWF,Background,Hex,Icy Veins,GWF
Spells [Background: Hex],GWF,Background,Hex,Illusion of Pain,GWF
Spells [Background: Hex],GWF,Background,Hex,Images of Remorse,GWF
Spells [Background: Hex],GWF,Background,Hex,Lamentation,GWF
Spells [Background: Hex],GWF,Background,Hex,Mark of Death,GWF
Spells [Background: Hex],GWF,Background,Hex,Mark of Instability,GWF
Spells [Background: Hex],GWF,Background,Hex,Mirror of Ice,GWF
Spells [Background: Hex],GWF,Background,Hex,Mirrored Stance,GWF
Spells [Background: Hex],GWF,Background,Hex,Overload,GWF
Spells [Background: Hex],GWF,Background,Hex,Painful Bond,GWF
Spells [Background: Hex],GWF,Background,Hex,Power Leech,GWF
Spells [Background: Hex],GWF,Background,Hex,Reckless Haste,GWF
Spells [Background: Hex],GWF,Background,Hex,Recurring Insecurity,GWF
Spells [Background: Hex],GWF,Background,Hex,Rising Bile,GWF
Spells [Background: Hex],GWF,Background,Hex,Scorpion Wire,GWF
Spells [Background: Hex],GWF,Background,Hex,Seeping Wound,GWF
Spells [Background: Hex],GWF,Background,Hex,Shadow Shroud,GWF
Spells [Background: Hex],GWF,Background,Hex,Shadowy Burden,GWF
Spells [Background: Hex],GWF,Background,Hex,Shameful Fear,GWF
Spells [Background: Hex],GWF,Background,Hex,Shared Burden,GWF
Spells [Background: Hex],GWF,Background,Hex,Shatterstone,GWF
Spells [Background: Hex],GWF,Background,Hex,Shroud of Silence,GWF
Spells [Background: Hex],GWF,Background,Hex,Siphon Speed,GWF
Spells [Background: Hex],GWF,Background,Hex,Siphon Strength,GWF
Spells [Background: Hex],GWF,Background,Hex,Smoldering Embers,GWF
Spells [Background: Hex],GWF,Background,Hex,Soul Bind,GWF
Spells [Background: Hex],GWF,Background,Hex,Spinal Shivers/Shivers of Dread,GWF
Spells [Background: Hex],GWF,Background,Hex,Spoil Victor,GWF
Spells [Background: Hex],GWF,Background,Hex,Stolen Speed,GWF
Spells [Background: Hex],GWF,Background,Hex,Teinai's Prison,GWF
Spells [Background: Hex],GWF,Background,Hex,Vile Miasma,GWF
Spells [Background: Hex],GWF,Background,Hex,Wail of Doom,GWF
Spells [Background: Hex],GWF,Background,Hex,Weaken Knees,GWF
Spells [Background: Illusion Magic],GWF,Background,Illusion Magic,Accumulated Pain,GWF
Spells [Background: Illusion Magic],GWF,Background,Illusion Magic,Conjure Nightmare,GWF
Spells [Background: Illusion Magic],GWF,Background,Illusion Magic,Ethereal Burden/Kitah's Burden,GWF
Spells [Background: Illusion Magic],GWF,Background,Illusion Magic,Illusion of Pain,GWF
Spells [Background: Illusion Magic],GWF,Background,Illusion Magic,Images of Remorse,GWF
Spells [Background: Illusion Magic],GWF,Background,Illusion Magic,Recurring Insecurity,GWF
Spells [Background: Illusion Magic],GWF,Background,Illusion Magic,Shared Burden,GWF
Spells [Background: Illusion Magic],GWF,Background,Illusion Magic,Sympathetic Visage/Ancestor's Visage,GWF
Spells [Background: Inspiration Magic],GWF,Background,Inspiration Magic,Auspicious Incantation,GWF
Spells [Background: Inspiration Magic],GWF,Background,Inspiration Magic,Ether Signet,GWF
Spells [Background: Inspiration Magic],GWF,Background,Inspiration Magic,Feedback,GWF
Spells [Background: Inspiration Magic],GWF,Background,Inspiration Magic,Hex Eater Signet,GWF
Spells [Background: Inspiration Magic],GWF,Background,Inspiration Magic,Inspired Enchantment/Revealed Enchantment,GWF
Spells [Background: Inspiration Magic],GWF,Background,Inspiration Magic,Inspired Hex/Revealed Hex,GWF
Spells [Background: Inspiration Magic],GWF,Background,Inspiration Magic,Lyssa's Aura,GWF
Spells [Background: Inspiration Magic],GWF,Background,Inspiration Magic,Power Leech,GWF
Spells [Background: Kaieng City],GWF,Background,Kaieng City,Power Return,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,"""None Shall Pass!""",GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,"""On Your Knees!""",GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,"""Retreat!""",GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,"""You Will Die!""",GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Accumulated Pain,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Ancestors' Rage,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Anguished Was Lingwah,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Animate Flesh Golem,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Animate Vampiric Horror,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Arc Lightning,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Arcane Languor,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Arcane Thievery/Arcane Larceny,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Assassin's Promise,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Auspicious Blow,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Auspicious Incantation,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Auspicious Parry,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Bed of Coals,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Bestial Mauling,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Bestial Pounce/Savage Pounce,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Binding Chains,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Black Lotus Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Black Mantis Thrust,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Blades of Steel,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Blood Drinker,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Breath of Fire,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Broad Head Arrow,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Burning Speed,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Churning Earth,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Complicate,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Conflagration,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Conjure Nightmare,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Critical Defenses,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Critical Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Dark Escape,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Dark Prison,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Defiant Was Xinrae,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Deny Hexes,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Desecrate Enchantments/Defile Enchantments,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Desperate Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Destruction,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Disenchantment,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Displacement,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Disrupting Stab,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Divine Healing/Heaven's Delight,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Dodge/Zojun's Haste,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Double Dragon,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Dulled Weapon,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Earthbind (Guild Wars),GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Earthquake/Dragon's Stomp,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Enduring Toxin,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Enfeebling Touch,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Enraged Lunge,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Enraged Smash,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Equinox,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Essence Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Ether Signet,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Ethereal Burden/Kitah's Burden,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Ethereal Light,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Exhausting Assault,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Expel Hexes,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Explosive Growth,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Expose Defenses,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Extinguish,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Falling Spider,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Famine,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Feast of Souls,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Feedback,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Fetid Ground,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Fierce Blow,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Flashing Blades,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Focused Shot,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Gaze from Beyond,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Gaze of Contempt,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Ghostly Haste,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Gift of Health,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Glyph of Essence,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Golden Phoenix Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Guided Weapon,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Heal Area/Karei's Healing Circle,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Heal Other/Jamei's Gaze,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Heart of Shadow,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Hex Eater Signet,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Holy Strike/Stonesoul Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Icy Prism,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Illusion of Pain,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Impale,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Inspired Hex/Revealed Hex,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Jaundiced Gaze,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Jungle Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Lamentation,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Life,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Life Sheath,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Lively Was Naomei,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Lyssa's Aura,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Lyssa's Balance,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Mantis Touch,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Marauder's Shot,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Mark of Death,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Mark of Instability,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Mirror of Ice,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Mirrored Stance,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Needling Shot,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Nightmare Weapon,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Oppressive Gaze,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Order of Apostasy,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Overload,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Palm Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Poisonous Bite,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Pounce,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Protective Was Kaolai,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Protector's Defense,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Psychic Distraction,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Pure Strike/Jaizhenju Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Quivering Blade,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Ray of Judgment,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Reckless Haste,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Release Enchantments,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Renewing Smash,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Repeating Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Resilient Was Xiko,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Restoration,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Resurrection Chant,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Return,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Reverse Hex,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Run as One,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Seeking Arrows,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Seeping Wound,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Shadow Form,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Shadowy Burden,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Shameful Fear,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Shatter Storm,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Shelter,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Shield Guardian,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Shock Arrow,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Shroud of Silence,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Signet of Creation,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Signet of Disenchantment,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Signet of Malice,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Signet of Rage,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Signet of Rejuvenation,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Signet of Strength,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Siphon Speed,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Smoldering Embers,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Snare (Guild Wars),GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Soothing,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Soul Bind,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Spear of Light,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Spell Shield,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Spinal Shivers/Shivers of Dread,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Spirit Bond,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Spirit Burn,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Spirit Channeling,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Spirit Siphon,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Spirit to Flesh,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Spirit Transfer,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Splinter Shot,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Standing Slash,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Star Burst,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Stolen Speed,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Sun and Moon Slash,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Sympathetic Visage/Ancestor's Visage,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Taste of Pain,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Teinai's Crystals,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Teinai's Prison,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Temple Strike,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Tiger Stance,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Touch of Agony/Wallow's Bite,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Tranquil Was Tanasen,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Tranquility,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Triple Chop,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Unnatural Signet,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Unseen Fury,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Vampiric Swarm,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Vampiric Touch/Vampiric Bite,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Vapor Blade,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Vile Miasma,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Viper's Defense,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Viper's Nest,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Vital Weapon,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Wail of Doom,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Wailing Weapon,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Wanderlust,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Ward of Stability,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Way of the Fox,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Way of the Lotus,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Weapon of Quickening,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Weapon of Shadow,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Well of Weariness,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Wielder's Boon,GWF
Spells [Background: Kaineng City],GWF,Background,Kaineng City,Word of Censure,GWF
Spells [Background: Kaineng CIty],GWF,Background,Kaineng CIty,Spirit Walk,GWF
Spells [Background: Lead Attack],GWF,Background,Lead Attack,Black Lotus Strike,GWF
Spells [Background: Lead Attack],GWF,Background,Lead Attack,Black Mantis Thrust,GWF
Spells [Background: Lead Attack],GWF,Background,Lead Attack,Dancing Daggers,GWF
Spells [Background: Lead Attack],GWF,Background,Lead Attack,Desperate Strike,GWF
Spells [Background: Lead Attack],GWF,Background,Lead Attack,Disrupting Stab,GWF
Spells [Background: Lead Attack],GWF,Background,Lead Attack,Golden Lotus Strike,GWF
Spells [Background: Lead Attack],GWF,Background,Lead Attack,Iron Palm,GWF
Spells [Background: Lead Attack],GWF,Background,Lead Attack,Jagged Strike,GWF
Spells [Background: Lead Attack],GWF,Background,Lead Attack,Leaping Mantis Sting,GWF
Spells [Background: Lead Attack],GWF,Background,Lead Attack,Unsuspecting Strike,GWF
Spells [Background: Maguuma Jungle],GWF,Background,Maguuma Jungle,Arcane Thievery/Arcane Larceny,GWF
Spells [Background: Maguuma Jungle],GWF,Background,Maguuma Jungle,Ethereal Burden/Kitah's Burden,GWF
Spells [Background: Maguuma Jungle],GWF,Background,Maguuma Jungle,Pure Strike/Jaizhenju Strike,GWF
Spells [Background: Maguuma Jungle],GWF,Background,Maguuma Jungle,Spinal Shivers/Shivers of Dread,GWF
Spells [Background: Maguuma Jungle],GWF,Background,Maguuma Jungle,Sympathetic Visage/Ancestor's Visage,GWF
Spells [Background: Marksmanship],GWF,Background,Marksmanship,Broad Head Arrow,GWF
Spells [Background: Marksmanship],GWF,Background,Marksmanship,Focused Shot,GWF
Spells [Background: Marksmanship],GWF,Background,Marksmanship,Marauder's Shot,GWF
Spells [Background: Marksmanship],GWF,Background,Marksmanship,Melandru's Shot,GWF
Spells [Background: Marksmanship],GWF,Background,Marksmanship,Needling Shot,GWF
Spells [Background: Marksmanship],GWF,Background,Marksmanship,Penetrating Attack/Sundering Attack,GWF
Spells [Background: Marksmanship],GWF,Background,Marksmanship,Seeking Arrows,GWF
Spells [Background: Marksmanship],GWF,Background,Marksmanship,Splinter Shot,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Accumulated Pain,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Arcane Languor,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Arcane Thievery/Arcane Larceny,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Auspicious Incantation,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Complicate,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Conjure Nightmare,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Ether Nightmare,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Ether Signet,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Ethereal Burden/Kitah's Burden,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Expel Hexes,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Feedback,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Hex Eater Signet,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Illusion of Pain,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Images of Remorse,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Inspired Enchantment/Revealed Enchantment,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Inspired Hex/Revealed Hex,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Lyssa's Aura,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Lyssa's Balance,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Overload,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Power Leech,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Power Return,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Psychic Distraction,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Psychic Instability,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Recurring Insecurity,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Shared Burden,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Shatter Storm,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Signet of Disenchantment,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Signet of Disruption,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Stolen Speed,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Sympathetic Visage/Ancestor's Visage,GWF
Spells [Background: Mesmer],GWF,Background,Mesmer,Unnatural Signet,GWF
Spells [Background: Monk],GWF,Background,Monk,Air of Enchantment,GWF
Spells [Background: Monk],GWF,Background,Monk,Blessed Light,GWF
Spells [Background: Monk],GWF,Background,Monk,Boon Signet,GWF
Spells [Background: Monk],GWF,Background,Monk,Deny Hexes,GWF
Spells [Background: Monk],GWF,Background,Monk,Divine Healing/Heaven's Delight,GWF
Spells [Background: Monk],GWF,Background,Monk,Dwayna's Sorrow,GWF
Spells [Background: Monk],GWF,Background,Monk,Empathic Removal,GWF
Spells [Background: Monk],GWF,Background,Monk,Ethereal Light,GWF
Spells [Background: Monk],GWF,Background,Monk,Extinguish,GWF
Spells [Background: Monk],GWF,Background,Monk,Gift of Health,GWF
Spells [Background: Monk],GWF,Background,Monk,Heal Area/Karei's Healing Circle,GWF
Spells [Background: Monk],GWF,Background,Monk,Heal Other/Jamei's Gaze,GWF
Spells [Background: Monk],GWF,Background,Monk,Healing Burst,GWF
Spells [Background: Monk],GWF,Background,Monk,Healing Light,GWF
Spells [Background: Monk],GWF,Background,Monk,Healing Whisper,GWF
Spells [Background: Monk],GWF,Background,Monk,Holy Strike/Stonesoul Strike,GWF
Spells [Background: Monk],GWF,Background,Monk,Life Sheath,GWF
