table_name,table_source,criterion,group,spell_name,spell_source
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,"""I Will Avenge You!""",GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Armor of Frost,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Armor of Mist,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Axe Twist,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Belly Smash,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Bestial Pounce/Savage Pounce,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Blood Ritual,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Desperation Blow/Drunken Blow,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Dwayna's Kiss,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Enfeeble,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Essence Bond,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Galrath Slash/Silverwing Slash,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Grasping Earth,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Griffon's Sweep/Leviathan's Sweep,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Heal Other/Jamei's Gaze,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Healing Spring,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Holy Wrath,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Illusion of Weakness,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Inspired Enchantment/Revealed Enchantment,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Life Attunement,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Malign Intervention,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Mantra of Concentration,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Meteor Shower,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Otyugh's Cry,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Plague Sending,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Shame,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Symbiosis,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Touch of Agony/Wallow's Bite,GWP
Spells [Background: Northeastern Kryta],GWP,Background,Northeastern Kryta,Wastrel's Worry,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Balthazar's Spirit,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Bonetti's Defense,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Call of Protection,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Channeling,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Divine Spirit,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Dolyak Signet,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Flurry,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Holy Strike/Stonesoul Strike,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Ice Prison,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Inspired Hex/Revealed Hex,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Mark of Subversion,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Melandru's Assault,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Necrotic Traversal,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Pacifism,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Protector's Strike,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Revive Animal,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Serpent's Quickness,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Succor,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Vigorous Spirit,GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Whirlwind (Guild Wars),GWP
Spells [Background: Northern Shiverpeaks],GWP,Background,Northern Shiverpeaks,Winter,GWP
Spells [Background: Order],GWP,Background,Order,Dark Fury,GWP
Spells [Background: Order],GWP,Background,Order,Order of the Vampire,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Chain Lightning (Guild Wars),GWP
Spells [Background: Overcast],GWP,Background,Overcast,Earthquake/Dragon's Stomp,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Ether Prodigy,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Incendiary Bonds,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Iron Mist,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Lava Font,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Magnetic Aura,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Meteor Shower,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Mind Shock,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Phoenix,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Shock,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Swirling Aura,GWP
Spells [Background: Overcast],GWP,Background,Overcast,Whirlwind (Guild Wars),GWP
Spells [Background: Pre-Searing],GWP,Background,Pre-Searing,Animate Bone Horror,GWP
Spells [Background: Pre-Searing],GWP,Background,Pre-Searing,Blood Reneawl,GWP
Spells [Background: Pre-Searing],GWP,Background,Pre-Searing,Ignite Arrows,GWP
Spells [Background: Pre-Searing],GWP,Background,Pre-Searing,Lightning Javelin,GWP
Spells [Background: Pre-Searing],GWP,Background,Pre-Searing,Point Blank Shot/Zojun's Shot,GWP
Spells [Background: Pre-Searing],GWP,Background,Pre-Searing,Shatter Delusions,GWP
Spells [Background: Pre-Searing],GWP,Background,Pre-Searing,Soul Barbs,GWP
Spells [Background: Pre-Searing],GWP,Background,Pre-Searing,Symbol of Wrath/Kirin's Wrath,GWP
Spells [Background: Pre-Searing],GWP,Background,Pre-Searing,Vampiric Touch/Vampiric Bite,GWP
Spells [Background: Preparation],GWP,Background,Preparation,Ignite Arrows,GWP
Spells [Background: Preparation],GWP,Background,Preparation,Marksman's Wager,GWP
Spells [Background: Preparation],GWP,Background,Preparation,Melandru's Arrows,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Amity,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Aura of Faith,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Life Attunement,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Life Barrier,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Mark of Protection,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Mend Condition,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Pacifism,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Protective Bond,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Restore Condition,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Shield of Deflection,GWP
Spells [Background: Protection Prayers],GWP,Background,Protection Prayers,Vital Blessing,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Bestial Pounce/Savage Pounce,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Brutal Strike,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Call of Protection,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Crippling Shot,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Dodge/Zojun's Haste,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Dryder's Defenses,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Dust Trap,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Edge of Extinction,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Feral Lunge,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Fertile Season,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Frozen Soil,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Greater Conflagration,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Healing Spring,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Ignite Arrows,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Incendiary Arrows,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Marksman's Wager,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Melandru's Arrows,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Melandru's Assault,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Melandru's Resilience,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Muddy Terrain,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Oath Shot,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Otyugh's Cry,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Penetrating Attack/Sundering Attack,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Point Blank Shot/Zojun's Shot,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Poison Arrow,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Practiced Stance,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Predator's Pounce,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Predatory Season,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Punishing Shot,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Revive Animal,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Serpent's Quickness,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Symbiosis,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Symbiotic Bond,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Tiger's Fury/Bestial Fury,GWP
Spells [Background: Ranger],GWP,Background,Ranger,Winter,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Amity,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Aura of the Lich,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Backbreaker,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Bull's Charge,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Crippling Shot,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Ether Prodigy,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Eviscerate,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Fevered Dreams,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Glyph of Renewal,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Greater Conflagration,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Healing Hands,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Incendiary Arrows,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Migraine,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Panic,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Power Block,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Restore Condition,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Shield of Deflection,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Signet of Midnight,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Soul Leech,GWP
Spells [Background: Ring of Fire Islands],GWP,Background,Ring of Fire Islands,Wither,GWP
Spells [Background: Sacrifice],GWP,Background,Sacrifice,Blood Reneawl,GWP
Spells [Background: Sacrifice],GWP,Background,Sacrifice,Blood Ritual,GWP
Spells [Background: Sacrifice],GWP,Background,Sacrifice,Dark Fury,GWP
Spells [Background: Sacrifice],GWP,Background,Sacrifice,Illusion of Weakness,GWP
Spells [Background: Sacrifice],GWP,Background,Sacrifice,Offering of Blood,GWP
Spells [Background: Sacrifice],GWP,Background,Sacrifice,Order of the Vampire,GWP
Spells [Background: Sacrifice],GWP,Background,Sacrifice,Plague Sending,GWP
Spells [Background: Sacrifice],GWP,Background,Sacrifice,Touch of Agony/Wallow's Bite,GWP
Spells [Background: Sacrifice],GWP,Background,Sacrifice,Verata's Aura,GWP
Spells [Background: Sacrifice],GWP,Background,Sacrifice,Verata's Sacrifice,GWP
Spells [Background: Shing Jea Island],GWP,Background,Shing Jea Island,Desperation Blow/Drunken Blow,GWP
Spells [Background: Shing Jea Island],GWP,Background,Shing Jea Island,Galrath Slash/Silverwing Slash,GWP
Spells [Background: Shing Jea Island],GWP,Background,Shing Jea Island,Griffon's Sweep/Leviathan's Sweep,GWP
Spells [Background: Shing Jea Island],GWP,Background,Shing Jea Island,Inspired Enchantment/Revealed Enchantment,GWP
Spells [Background: Shing Jea Island],GWP,Background,Shing Jea Island,Penetrating Attack/Sundering Attack,GWP
Spells [Background: Shing Jea Island],GWP,Background,Shing Jea Island,Penetrating Blow/Penetrating Chop,GWP
Spells [Background: Shing Jea Island],GWP,Background,Shing Jea Island,Shadow Strike/Lifebane Strike,GWP
Spells [Background: Shing Jea Island],GWP,Background,Shing Jea Island,Symbol of Wrath/Kirin's Wrath,GWP
Spells [Background: Shing Jea Island],GWP,Background,Shing Jea Island,Tiger's Fury/Bestial Fury,GWP
Spells [Background: Shout],GWP,Background,Shout,"""Fear Me!""",GWP
Spells [Background: Shout],GWP,Background,Shout,"""I Will Avenge You!""",GWP
Spells [Background: Shout],GWP,Background,Shout,"""I Will Survive!""",GWP
Spells [Background: Shout],GWP,Background,Shout,"""To the Limit!""",GWP
Spells [Background: Shout],GWP,Background,Shout,"""Victory Is Mine!""",GWP
Spells [Background: Shout],GWP,Background,Shout,Call of Protection,GWP
Spells [Background: Shout],GWP,Background,Shout,Otyugh's Cry,GWP
Spells [Background: Shout],GWP,Background,Shout,Symbiotic Bond,GWP
Spells [Background: Signet],GWP,Background,Signet,Dolyak Signet,GWP
Spells [Background: Signet],GWP,Background,Signet,Keystone Signet,GWP
Spells [Background: Signet],GWP,Background,Signet,Signet of Midnight,GWP
Spells [Background: Signet],GWP,Background,Signet,Signet of Weariness,GWP
Spells [Background: Smiting Prayers],GWP,Background,Smiting Prayers,Balthazar's Spirit,GWP
Spells [Background: Smiting Prayers],GWP,Background,Smiting Prayers,Holy Strike/Stonesoul Strike,GWP
Spells [Background: Smiting Prayers],GWP,Background,Smiting Prayers,Holy Wrath,GWP
Spells [Background: Smiting Prayers],GWP,Background,Smiting Prayers,Scourge Sacrifice,GWP
Spells [Background: Smiting Prayers],GWP,Background,Smiting Prayers,Shield of Judgment,GWP
Spells [Background: Smiting Prayers],GWP,Background,Smiting Prayers,Smite,GWP
Spells [Background: Smiting Prayers],GWP,Background,Smiting Prayers,Symbol of Wrath/Kirin's Wrath,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,"""Victory Is Mine!""",GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Aura of Faith,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Consume Corpse,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Crude Swing,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Dark Fury,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Deflect Arrows,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Defy Pain,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Desecrate Enchantments/Defile Enchantments,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Divine Healing/Heaven's Delight,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Dryder's Defenses,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Dwarven Battle Stance,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Earth Shaker,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Feast of Corruption,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Flourish,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Frozen Soil,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Glimmering Mark,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Glyph of Concentration,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Glyph of Energy,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Glyph of Sacrifice,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Illusionary Weaponry,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Ineptitude,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Infuse Condition,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Keystone Signet,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Life Barrier,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Life Transfer,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Light of Dwayna,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Mantra of Signets,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Mark of Rodgort,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Melandru's Arrows,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Mind Shock,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Mist Form,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Muddy Terrain,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Oath Shot,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Offering of Blood,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Peace and Harmony,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Poison Arrow,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Practiced Stance,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Punishing Shot,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Riposte,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Rodgort's Invocation,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Rush,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Scourge Sacrifice,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Searing Heat,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Shield of Judgment,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Signet of Weariness,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Skull Crack,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Spiteful Spirit,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Symbiotic Bond,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Thunderclap (Guild Wars),GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Unyielding Aura,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Verata's Aura,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Verata's Gaze,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Verata's Sacrifice,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Virulence,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Ward Against Harm,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Water Trident,GWP
Spells [Background: Southern Shiverpeaks],GWP,Background,Southern Shiverpeaks,Well of Power,GWP
Spells [Background: Southwestern Kryta],GWP,Background,Southwestern Kryta,"""To the Limit!""",GWP
Spells [Background: Southwestern Kryta],GWP,Background,Southwestern Kryta,Blackout,GWP
Spells [Background: Southwestern Kryta],GWP,Background,Southwestern Kryta,Earthquake/Dragon's Stomp,GWP
Spells [Background: Southwestern Kryta],GWP,Background,Southwestern Kryta,Edge of Extinction,GWP
Spells [Background: Southwestern Kryta],GWP,Background,Southwestern Kryta,Fertile Season,GWP
Spells [Background: Southwestern Kryta],GWP,Background,Southwestern Kryta,Price of Failure,GWP
Spells [Background: Stance],GWP,Background,Stance,Bonetti's Defense,GWP
Spells [Background: Stance],GWP,Background,Stance,Deflect Arrows,GWP
Spells [Background: Stance],GWP,Background,Stance,Disciplined Stance,GWP
Spells [Background: Stance],GWP,Background,Stance,Distortion,GWP
Spells [Background: Stance],GWP,Background,Stance,Dodge/Zojun's Haste,GWP
Spells [Background: Stance],GWP,Background,Stance,Dryder's Defenses,GWP
Spells [Background: Stance],GWP,Background,Stance,Dwarven Battle Stance,GWP
Spells [Background: Stance],GWP,Background,Stance,Elemental Resistance,GWP
Spells [Background: Stance],GWP,Background,Stance,Flurry,GWP
Spells [Background: Stance],GWP,Background,Stance,Gladiator's Defense,GWP
Spells [Background: Stance],GWP,Background,Stance,Mantra of Concentration,GWP
Spells [Background: Stance],GWP,Background,Stance,Mantra of Signets,GWP
Spells [Background: Stance],GWP,Background,Stance,Melandru's Resilience,GWP
Spells [Background: Stance],GWP,Background,Stance,Physical Resistance,GWP
Spells [Background: Stance],GWP,Background,Stance,Practiced Stance,GWP
Spells [Background: Stance],GWP,Background,Stance,Rush,GWP
Spells [Background: Stance],GWP,Background,Stance,Serpent's Quickness,GWP
Spells [Background: Stance],GWP,Background,Stance,Shield Stance,GWP
Spells [Background: Stance],GWP,Background,Stance,Tiger's Fury/Bestial Fury,GWP
Spells [Background: Stance],GWP,Background,Stance,Wary Stance,GWP
Spells [Background: Strength],GWP,Background,Strength,"""I Will Avenge You!""",GWP
Spells [Background: Strength],GWP,Background,Strength,"""I Will Survive!""",GWP
Spells [Background: Strength],GWP,Background,Strength,Bull's Charge,GWP
Spells [Background: Strength],GWP,Background,Strength,Defy Pain,GWP
Spells [Background: Strength],GWP,Background,Strength,Dolyak Signet,GWP
Spells [Background: Strength],GWP,Background,Strength,Dwarven Battle Stance,GWP
Spells [Background: Strength],GWP,Background,Strength,Flourish,GWP
Spells [Background: Strength],GWP,Background,Strength,Griffon's Sweep/Leviathan's Sweep,GWP
Spells [Background: Strength],GWP,Background,Strength,Protector's Strike,GWP
Spells [Background: Strength],GWP,Background,Strength,Rush,GWP
Spells [Background: Strength],GWP,Background,Strength,Warrior's Endurance,GWP
Spells [Background: Summoning Ritual],GWP,Background,Summoning Ritual,Edge of Extinction,GWP
Spells [Background: Summoning Ritual],GWP,Background,Summoning Ritual,Fertile Season,GWP
Spells [Background: Summoning Ritual],GWP,Background,Summoning Ritual,Frozen Soil,GWP
Spells [Background: Summoning Ritual],GWP,Background,Summoning Ritual,Greater Conflagration,GWP
Spells [Background: Summoning Ritual],GWP,Background,Summoning Ritual,Muddy Terrain,GWP
Spells [Background: Summoning Ritual],GWP,Background,Summoning Ritual,Predatory Season,GWP
Spells [Background: Summoning Ritual],GWP,Background,Summoning Ritual,Symbiosis,GWP
Spells [Background: Summoning Ritual],GWP,Background,Summoning Ritual,Winter,GWP
Spells [Background: Swordsmanship],GWP,Background,Swordsmanship,Galrath Slash/Silverwing Slash,GWP
Spells [Background: Swordsmanship],GWP,Background,Swordsmanship,Pure Strike/Jaizhenju Strike,GWP
Spells [Background: Swordsmanship],GWP,Background,Swordsmanship,Riposte,GWP
Spells [Background: Tactics],GWP,Background,Tactics,"""Fear Me!""",GWP
Spells [Background: Tactics],GWP,Background,Tactics,"""To the Limit!""",GWP
Spells [Background: Tactics],GWP,Background,Tactics,"""Victory Is Mine!""",GWP
Spells [Background: Tactics],GWP,Background,Tactics,Bonetti's Defense,GWP
Spells [Background: Tactics],GWP,Background,Tactics,Deadly Riposte,GWP
Spells [Background: Tactics],GWP,Background,Tactics,Deflect Arrows,GWP
Spells [Background: Tactics],GWP,Background,Tactics,Desperation Blow/Drunken Blow,GWP
Spells [Background: Tactics],GWP,Background,Tactics,Disciplined Stance,GWP
Spells [Background: Tactics],GWP,Background,Tactics,Gladiator's Defense,GWP
Spells [Background: Tactics],GWP,Background,Tactics,Shield Stance,GWP
Spells [Background: Tactics],GWP,Background,Tactics,Wary Stance,GWP
Spells [Background: Unblockable],GWP,Background,Unblockable,Crippling Shot,GWP
Spells [Background: Unblockable],GWP,Background,Unblockable,Otyugh's Cry,GWP
Spells [Background: Unblockable],GWP,Background,Unblockable,Pure Strike/Jaizhenju Strike,GWP
Spells [Background: Warrior],GWP,Background,Warrior,"""Fear Me!""",GWP
Spells [Background: Warrior],GWP,Background,Warrior,"""I Will Avenge You!""",GWP
Spells [Background: Warrior],GWP,Background,Warrior,"""I Will Survive!""",GWP
Spells [Background: Warrior],GWP,Background,Warrior,"""To the Limit!""",GWP
Spells [Background: Warrior],GWP,Background,Warrior,"""Victory Is Mine!""",GWP
Spells [Background: Warrior],GWP,Background,Warrior,Axe Twist,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Backbreaker,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Belly Smash,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Bonetti's Defense,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Bull's Charge,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Crude Swing,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Crushing Blow,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Deadly Riposte,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Deflect Arrows,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Defy Pain,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Desperation Blow/Drunken Blow,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Disciplined Stance,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Dolyak Signet,GWP
Spells [Background: Warrior],GWP,Background,Warrior,Dwarven Battle Stance,GWP
